,restaurant,score,sentence,sentiment,polarity,positive,negative,neutral
456,Pieces Board Game Bar And Restaurant,5,Great for families!  Excellent Menu/ Service and entertainment.  So many different options for games.  We played a couple of different games with the kids.  They made some suggestions to help get us started.,0.5,0.6900000000000001,0,0,1
457,Pieces Board Game Bar And Restaurant,5,"An amazing place with many, many, many games to pick from. The staff is very knowledgeable and helpful. They offer space for private parties.
If you like board games make sure to bring your friends along to learn something new :)",0.38181818181818183,0.6020482603815936,0,0,1
458,Pieces Board Game Bar And Restaurant,5,"Love this place!! The concept is so cool and it was so enjoyable getting to play board games with friends and drinks. The prices were a bit high and some of the games were a little dirty, but overall I love the idea and the atmosphere. The staff was careful to disinfect each game after use which made me feel better. Drinks were good and we loved the game-themed menu. Spinach artichoke dip was the perfect snack to have during our visit. We were visiting from out of town but I would totally hang out here often!",0.26025000000000004,0.6226666666666667,0,0,1
459,Pieces Board Game Bar And Restaurant,5,Nice food and a great place to hang out.  Many people just along boardgames and having a nice time.  Not sure If I would bring my kids here but that's because I don't want to bother everyone else with my kids.  Prices are reasonable,0.4083333333333334,0.7898148148148149,0,0,1
460,Pieces Board Game Bar And Restaurant,4,"Friendly staff, good food.. the games were cool ! the drinks weren’t strong enough for the price .. tasted like all juice !",0.38916666666666666,0.5966666666666667,0,0,1
461,Pieces Board Game Bar And Restaurant,5,"I loved this place so much! Service was so nice and has a flag system for when you want to order food, drinks, or need help with a game. The food and drinks were the best we had in St Louis. Cannot recommend this place highly enough! Our kids loved it and enjoyed their food and they are PICKY. The ""tipsy protagonist"" drink is divine 🥰",0.41874999999999996,0.5875,0,0,1
462,Pieces Board Game Bar And Restaurant,5,"Relaxing spot to hang out and play some of the many, many games available. The food is quite good and there is even a full bar menu!",0.5075,0.51,1,0,1
463,Pieces Board Game Bar And Restaurant,5,Great place! Ton of games. We chose a game that none of the workers played before but they still helped us walk through it. I came for my birthday and we loved the food and environment. Definitely worth going again.,0.39999999999999997,0.5125,0,0,1
464,Pieces Board Game Bar And Restaurant,5,"Still in shock by the awesomeness of this establishment. Honestly, might be the best restaurant I’ve ever been to. But it’s more than a restaurant. The food menu alone was amazing with light healthy options and some more pub like stuff. Then you add the whole experience of board games, super creative drink menu, and DONUTS. Incredible helpful staff who care about the customer experience. This is 100% a 5 star.",0.5484848484848485,0.6606060606060606,1,0,1
465,Pieces Board Game Bar And Restaurant,5,"Always a great place. Whether taking children of a responsible and respectful age, or getting friends together for a nite out. You can sit back play some board games, eat, and drink to your hearts content.

Food is great, accommodating to all dietary requirements, and priced well. Staff are very helpful and always prompt.

I highly recommend this restaurant.",0.38,0.5128571428571428,0,0,1
466,Pieces Board Game Bar And Restaurant,5,Loved this restaurant. Very friendly staff. Good food. Yummy drinks. The overall game theme is nicely executed & love the idea of a board game restaurant! I was in heaven. Every table looked like they were having a blast. Great for a family outing or catching up with friends. Would be awesome for a first date! Highly recommended.,0.3815384615384616,0.6133333333333334,0,0,1
467,Pieces Board Game Bar And Restaurant,5,"If you haven't ever been here... GO!!!

This place is amazing, absolutely one of a kind. Had a great anniversary with the wife, spent hours eating, drinking, and learning all sorts of board games. The staff are crazy nice, and the food and drinks are very reasonably priced.",0.29500000000000004,0.77875,0,0,1
468,Pieces Board Game Bar And Restaurant,5,Last minute dinner decision ended up being one of the best meals and the most fun I've had in a long time. Both my kids loved it and my wife and I had a great time. Staff was good. Food was good. Lots of games to choose from. If you're going through town add this to the travel itinerary.,0.5166666666666667,0.46851851851851856,1,0,1
469,Pieces Board Game Bar And Restaurant,5,"The food here is fantastic, their impossible beef taco was my favorite, and I love normal beef! The beer selection is a little limited, but that's not a big issue. It does the job, and they have all the main ones you'd want. It's not about the beer. It's about the GAMES. And there are SO many. The worst part about the games is that you'll lose time playing them, because there's so many you'll spend lots of time picking one! It's a great place, with a lot of value to provide over multiple visits. It's not a one and done type of place, because you'll always find a new game to play. Be it a date or hanging out with a group of friends, you'll find something here.",0.09312094155844158,0.5519209956709957,0,0,1
470,Pieces Board Game Bar And Restaurant,5,"What a great place with an extremely friendly and welcoming atmosphere. The owners even stopped by my table to play a game of Oh My Gourd! with my 4 year old who was quite antsy at the time. While they make delicious food and offer a great beer selection, growing gourds seems to be their only weakness as my 4 year old was able to win. They were gracious in defeat.",0.3975000000000001,0.5825,0,0,1
471,Pieces Board Game Bar And Restaurant,5,"Went for the first time last night for date night and it was amazing! Very chill vibe the food and drinks were great. So many games to play. Covid precautions?100%! hand sanitizer, masks, game sanitizing station and distance…would highly recommend definitely going back!",0.23850000000000002,0.429,0,0,1
472,Pieces Board Game Bar And Restaurant,1,"We got here at 12:00 PM and didn’t get our food until right before 2:00 PM. When we first came in we were told the wait would be less than 30 minutes. Therefore, we decided to wait. It ended up being over an hour wait. Once we were seated we were told it would be $5 per person to play one game. We were under the impression that the games were free to play or at least a decent price. The fee to play a game is outrageously high. It’s like buying a new board game for my group of 6 people. There is no reason for the game fee to be that high. Also, their water tasted like chemicals and their food was mediocre. This place is a rip off and is a money making machine.",-0.07199443413729127,0.4954947433518862,0,1,1
473,Pieces Board Game Bar And Restaurant,5,We love this place. I personally am not a huge game person. But this place is always so much fun. And the staff is excellent excellent excellent!!!!! Drinks are fun and good and they can make other cocktails if you ask. Just a great place and always good staff.,0.46458333333333335,0.6354166666666666,0,0,1
474,Pieces Board Game Bar And Restaurant,1,"I now refer to this place as ""gouges."" I tried going there for my birthday in March,  and it was an hour wait (which didn't work for us). They also required masks after everyone else in the city had stopped, which wouldn't be a huge deal except they were also charging for them.

Fast-forward 6 months and a friend wants to go there for her birthday,  so we get reservation which meant $45 for a room :/

Then we want a cake, which we aren't allowed to bring ourselves, and costs $30, but somehow they need 5 days advance notice as well,  so we're just out of luck.

Then when we come inside after eating cupcakes outside,  and they inform us there's a $5 per person ""library fee"" because somehow it costs them $2600 A MONTH to keep up their library of board games. You can of course mitigate this fee by $1 for each menu item you buy,  so if you rack up a giant bill there, it goes away.

You can buy Axis & Allies yourself and come out ahead if you play it 2x for what it cost to put 6 people through an evening of board games here.

As a group of college students,  the surprise charges that kept piling up as we commited to a sunk cost fallacy became the highlight of the night. Not the kind of person that leaves bad reviews often,  but they made me mad.

Tl;DR they microtransaction you to death.",-0.04687499999999997,0.7020833333333333,0,1,1
475,Pieces Board Game Bar And Restaurant,5,"First visit and the food was delicious.  Very cool ordering solution to get perfect service when you need drinks, food, the check or help with a game.  And by the way, they have an amazing number of games to take to your table and play before, during or after a meal.  And on Wednesday nights, they start trivia in the restaurant.  Will be back!",0.41500000000000004,0.6397619047619048,0,0,1
476,Pieces Board Game Bar And Restaurant,5,"What a delightful find! We were passing thru downtown St. Louis on a Sunday night and so many places were closed.  Physically finding this place was a challenge but we were so glad we persevered: from the initial amazement when we walked thru the door, to the friendly, knowledgeable, helpful staff to the discovery of a new and fun game, we all had a blast. And the availability of food and drinks was the icing on the cake! We will be talking about this experience for a long time to come.",0.1964876033057851,0.42703659976387254,0,0,1
477,Pieces Board Game Bar And Restaurant,4,"This place was so much fun, so many games and the drinks were really good with so many alcoholic and non alcoholic options. The food was alright although the sandwich did fall to pieces due to being so soggy but that was literally the only complaint I will still return just order something different next time :)",0.13125,0.4979166666666666,0,0,1
478,Pieces Board Game Bar And Restaurant,5,Really enjoy coming here. They have lots of games as well as some food and drinks. If you're looking for a place to have some fun and hang out for a while I definitely recommend checking it out!,0.2333333333333333,0.39999999999999997,0,0,1
479,Pieces Board Game Bar And Restaurant,5,"Fantastic facility for playing games and eating food.  This is a full service restaurant with great wait staff and awesome service from all the employees.  The number of games is enormous!  The private rooms are perfect for playing your favorite role playing game.  Our group had an absolute blast, good food and and a fun time.  Note... Plenty of parking across the street is free on Sundays.",0.40384615384615385,0.7211538461538463,0,0,1
480,Pieces Board Game Bar And Restaurant,5,Over all my wife and I had a very great experience here. I would highly recommend using the Yelp app in order to sign in before getting there and also to check on the wait times. But even though we waited for an hour we were able to get a drink and play game in the waiting area so it didn't feel like an hour. Their food seems decently priced and good and their drinks are reasonable. They have a lot of options for everyone. Also they truly have a plethora of games for any type of player. I'd definitely recommend this place to others. Great staff and great experience all around.,0.39266666666666666,0.6406666666666666,0,0,1
481,Pieces Board Game Bar And Restaurant,5,"First time visit...first of many for sure! Everything about this place is superb. The food menu is truly tasty, diverse, and vegetarian friendly. The drink menu is just as good, with a solid range of cocktails and beer. The wine selection is very short. The creativity of both food and drink is stellar and definitely well thought out. Be prepared to wait. At 6 pm on a Friday the wait was an hour. Coupled with a tight bar area makes it very crowded. But, this shows how popular it is quickly becoming! And, rightly so... Because I will definitely be back, which takes us to the best part, the games!  Literally, I had no idea this many games existed and they even have a section for games made by st Louisans. You can stay at long as you want and don't even need to keep eating or drinking. There is a $5 'library fee' per person which is totally worth it because somehow, someway, all of the games are in excellent condition. For each item you order, drink or eat, one dollar gets subtracted from the library fee. While I could go on and on about how great this place is, it boils down to this, for a perfect date night with cocktails and plenty of food, plus games totaling about three total hours, my tab was $80.  Pretty darn good.",0.38941064079952975,0.5415755437977661,0,0,1
482,Pieces Board Game Bar And Restaurant,5,What a great family place.   Games are categorized from easy to hard. Staff is very helpful.  Great system if little flags on tables to get services.   Food was good.   Bacon us unforgettable.   Saw a bridal shower taking place.  Two moms with young girls playing Monoply Junior.  Couples cuddled in a corner with bottomless m in mimosas.  Just a very fun place.,0.3744166666666667,0.5935,0,0,1
483,Pieces Board Game Bar And Restaurant,5,Go play Anthromancer at Pieces!! And eat great food!,1.0,0.75,1,0,1
484,Pieces Board Game Bar And Restaurant,5,"We have only lived in the area for just over a year now and I just recently discovered this place. Our kids were so excited to come here and check this place out and we had a blast. I was amazed at the knowledge of the rules for the games that some of the servers had and the whole idea of this place is really very well orchestrated. The food was delicious! I had the Boba Feta sandwich and it did not disappoint :) With over $20,000 in board game selections,  we definitely need to come back and try out some more of them! My only complaint (and it's not really a complaint) is that I chose not to buy a t-shirt here for my 13-yr old son because it said bar on it and he can't wear that to school. If you ever change up your t-shirt design to something with just the pieces logo and no words, I will be a buyer. Thanks for a great time and we will be back very soon!",0.19473684210526318,0.47105263157894744,0,0,1
485,Pieces Board Game Bar And Restaurant,5,"Great experience. We went in thinking we would only be there a couple hours, almost 5 hours later we finally left. Such a wide variety of game, 800+. Menu had a small selection but was good. I got the floating Yoda and Ginny got Tatooine sunrise. Staff was extremely friendly and helped pretty quick when needed. I loved the atmosphere and could have stayed longer if it wasnt so late. Will definitely come back next time we are in St Louis. Kid friendly as well. Plenty of parking, however we went during the week so I dont know what it would be like on the weekend.",0.13796296296296295,0.4694444444444444,0,0,1
486,Pieces Board Game Bar And Restaurant,5,"Pieces has over 1,000 board games, and charges a modest cover per person that is reduced based on the food items you buy.

Tucked away in a typical STL refurbished building style, the atmosphere at Pieces was buzzing, with friendly and helpful staff for newcomers like us. The menu is quite varied and the food was great, with a nice selection of local beers and unique cocktails.

Games are clearly labeled with green/yellow/red markers so you know what your signing up for in terms of skill and difficulty. Party & family games are also in a dedicated section, encouraging families with various ages to find just the right game for them.

We went on the last night of our trip to St. Louis and we all felt it was a fantastic cap to the vacation. Can’t wait to return!",0.19761904761904764,0.5719780219780219,0,0,1
487,Pieces Board Game Bar And Restaurant,5,An excellent place to meet up with some friends and play some games paired with great food and drinks. There are tables of varying sizes to accommodate most groups. Visit their website for a full list of games in their library. Pieces is truly a gem.,0.6625,0.7,1,0,1
488,Pieces Board Game Bar And Restaurant,5,Great place for groups. They have games that cater to casuals up to more intense board games. Everyone in our group enjoyed it. Will come back.,0.4,0.5900000000000001,0,0,1
489,Pieces Board Game Bar And Restaurant,5,"This place has TONS of games to choose from that are so fun and many that you will be seeing for the first time! They have a fun menu consisting of brunch items until 2pm and then after 3 they start dinner which has everything from noodles to tacos, salads, quesadillas, and chips! So how it works is you get charged $5/person to sit and play but for every menu item you get you knock off a $1. They also have the most delicious, fun drinks and pastries! See pics for details.",0.4803571428571428,0.41904761904761906,0,0,1
490,Pieces Board Game Bar And Restaurant,5,We had so much fun! The food was delicious. The games were endless. The wait staff was so friendly and helpful.,0.40625,0.6125,0,0,1
491,Pieces Board Game Bar And Restaurant,5,First time here with friends and 100% recommend for geeks and nerds who love fun board games. They have an AMAZING selection of games that will take you back to your childhood. Drinks and food are absolutely PHENOMENAL. Staff are friendly and fun to talk to. The incorporation of a bar with board games is such a genius idea. Will definitely come back again. Thanks for the amazing time. Everyone in the party had a blast especially the birthday girl.,0.25892857142857145,0.45238095238095244,0,0,1
492,Pieces Board Game Bar And Restaurant,5,I LOVED my experience at Pieces!! I am recommending this location for Any and Every group function! FANTASTIC Service! Delicious Drinks!!! Very Yummy Food! We just left and I HAD to leave this comment as soon as I got into the car!,0.55,0.6,1,0,1
493,Pieces Board Game Bar And Restaurant,5,"Excellent food (with good Vegetarian/Vegan/Allergy options), excellent atmosphere, tons of games!

The staff was super friendly, giving us both game and food recommendations. If you're in St. Louis and want a relaxing evening of food, drinks, and almost any board game you can think of, this is the place!",0.3583333333333334,0.6523809523809525,0,0,1
494,Pieces Board Game Bar And Restaurant,5,"Very organized, fast service, love the way you just put your flag up to let them know what you want. Nice drink selection and so many games, food was good, huge portions. Can’t say enough good things and sanitation procedures with cleaning every game also.",0.33999999999999997,0.6,0,0,1
495,Pieces Board Game Bar And Restaurant,4,Fun place. Friendly staff.  Keep in mind you'll pay$10 to play games.,0.3375,0.35,0,0,1
496,Pieces Board Game Bar And Restaurant,5,"Pieces is great.  The food is genuinely good here, like I would come just for the food (we have before).  The $5 fee to play a game per person is fair, but it would be nice if they didnt have the fee for simple games like uno, jenga, and those sort.  Either way we’ll be back again and again",0.34285714285714286,0.5724489795918367,0,0,1
497,Pieces Board Game Bar And Restaurant,5,"I visited Sunday and ordered the bottomless mimosa (only $15) and the ultimate burrito with beyond beef. The food and mimosa were so good, and they have an amazing game selection. I cannot wait to visit again next time I am in town!",0.15,0.65,0,0,1
498,Pieces Board Game Bar And Restaurant,5,What a great hidden gym! Must go and experience it for yourself. HUGE selection of games! You could spend hours there.,0.36388888888888893,0.6611111111111111,0,0,1
499,Pieces Board Game Bar And Restaurant,1,"if i could give 0 stars i would.   we came here for
my friends birthday party , they refused to let us bring her birthday cake in.   we paid $20 for a bottomless mimosa that they told us we couldn’t share and that if we wanted one we would have to pay another $20 for them individually.  then they repeatedly messed up our check in which case they rudely interrupted me while leaving because THEY messed up my check.  (that’s their problem NOT mine. ) their workers were terrible.   their menu items are mainly drinks and the food they do have is mediocre at best.",-0.10555555555555556,0.6055555555555555,0,1,1
500,Pieces Board Game Bar And Restaurant,5,"Love places like this!  Have a wonderful selection of board games - most of the popular favorites... sometimes multiples.  Fairly good organization of games.  Staff is very helpful and more than willing to help explain games to new players.  Their tap list is pretty good (half a dozen craft options).  Food is average, but it nice to offer.  Must go for any board game enthusiast - be prepared to spend hours here!",0.3496464646464646,0.6114141414141415,0,0,1
501,Three Sixty,5,"I haven’t been here in over 6 years.
I forgot how beautiful it was up here and the view!!!! Especially when there’s a game in town. The staff was absolutely AMAZING! Customer service is def professional…Thank You all.
The food was OUTSTANDING! The drinks…Well we kept it going🍸
The atmosphere was fabulous, great people all around!
Overall, I will definitely be back!",0.375,0.6583333333333333,0,0,1
502,Three Sixty,5,"Small plate options, great drinks and even better views. Al the food we tried was super yummy! This feels high end and swanky…but with a laid back, approachable style. Family friendly as well! Reservations are not necessary. Definitely worth a stop if you’re new to town or just visiting.",0.2531780303030303,0.491121212121212,0,0,1
503,Three Sixty,5,"Located at the top of the Hilton hotel, this place has some amazing views. Wish I would’ve caught a sunset, nevertheless, if just for the views, completely worth it. I concluded my day there and had an amazing Margherita pizza; it came quick and was larger than expected. Had some pretty crisp beer and the staff was great. Fantastic place!",0.36666666666666664,0.6242424242424243,0,0,1
504,Three Sixty,5,"The view is AMAZING. If it's only just for the view the place is worth a visit. The cocktails were good also. It's a nice vybe with your group. Only thing there is outdoor seating that is impossible to use when it's cold, despite them having a fire place. O we had a little wait for a table inside.",0.08287037037037041,0.7888888888888889,0,0,1
505,Three Sixty,5,Awesome time and I will  be going back again! Outstanding view of our city! The pizza was very good too! The drink I ordered was so good some type of wine cooler but a mixed drink!,0.5541666666666667,0.5841666666666667,1,0,1
506,Three Sixty,5,"I love having drinks here.  The view is spectacular. The servers could be more friendly, but the view kind of makes up for it.",0.515,0.6799999999999999,1,0,1
507,Three Sixty,4,"Let's get into it!

Came on a buisness  trip and this was one of my favorite spots! It's located at the top of the Hilton hotel. The elevator to access the lounge is card access only.

Who doesn't love a good roof top bar?!?! A great place to watch the sunset! The veiw was everything!!! Window seating was phenomenal. The bathrooms were also nice and clean. Live DJ and attentive staff! We ended up swapping makeup and beauty hacks with our waitresses, lol. This spot was 100% grown and sexy with nice chill vibes, no foolishness. A great place to hang out and relax with friends or date night with bae!!

As far as the food and drinks. I got the  Chicken skewers and the peach cheesecake they were okay. Forgot what cocktails I ordered but the drinks passed my inspection.

This spot is definitely on my list for a revisit when I come back to the Lou!",0.4337752525252525,0.7119047619047618,0,0,1
508,Three Sixty,5,"I chose Three Sixty specifically for its rooftop view and it did not disappoint. LOVED IT!!! Located on the top of the Hilton hotel, this swanky indoor/outdoor rooftop bar and eatery is a must visit place in downtown St. Louis. Absolutely Incredible!!!

Good food, Good drinks, Good service and Great vibe! We had the Burrata, Chicken Wings, Brussels Sprouts, Cauliflower Tacos, General Tso’s steamed buns, Beet Salad, and Housemade Kit Kat! Each dish was a 10/10 in terms of presentation and taste. Our server was amazing and made great recommendations for both drinks and food.

They don’t take reservations, so it’s an open seating with first come first serve. We went on a Friday night and were seated after a 15-20 minute wait",0.49732142857142864,0.6440476190476192,0,0,1
509,Three Sixty,5,"The view is unmatched by any other place in this city! Food was delicious, creative and eye pleasing. Service was awesome! Highly recommended one of the kind experiences in St Louis downtown!",0.5422916666666667,0.8025000000000001,1,0,1
510,Three Sixty,4,Good place for a drink and good bar food. One suggestion would be to help people with seating.  you get there and they tell you  find a table lends itself to people hovering around your table so they can jump as soon as you get up. Mixed drinks were ok. Prices reasonable for the nice views and ambiance.,0.45,0.5916666666666667,0,0,1
511,Three Sixty,5,Spectacular views of arch and stadium. Wonderful vibes. Absolutely amazing burger. Fries are even better! Mediterranean Beef Skewers have an interesting but great flavor. The tabbouleh has great texture. GF got the asparagus but the garlic tahini sauce was delicious to dip fries in. Reminded me of hummus but much better. Would stop by this hotel even if not staying here just for the food.,0.7138888888888889,0.7555555555555555,1,0,1
512,Three Sixty,5,Great bar with awesome views. Highly recommend this place. Great beer and good selection of food!!,0.752,0.728,1,0,1
513,Three Sixty,5,So much fun if you go to St Louis and looking for good food amazing views and sipping drinks on the roof top bar this is the place to be. Love this place,0.52,0.56,1,0,1
514,Three Sixty,4,"360 🍸is a whole vibe. If you go dieing daylight you will get some of the best views of major STL landmarks around.My favorite time  to come is sunset🌇 where you get to see the city transforminto its nightlife. I never come here to hungry because the food from 1 to 10 is about a 6. I stick to the Fries, pizza and sometimes wings. I go here for the vibes and views which it does not fall short in niether.",0.3525,0.5,0,0,1
515,Three Sixty,5,"We went for the views and atmosphere - Three Sixty did not disappoint!  It was the perfect after dark stop to wrap up our first night in St Louis.  We ordered crab dip, homemade Kit Kat, and apple cider bread pudding.  Both the food and the service were good, but the view really stole the show.
Keep in mind it is 21+ after 10pm.  We took our 13 year old around 7pm on a weekday and it was definitely teen-friendly at that time.",0.3,0.46190476190476193,0,0,1
516,Three Sixty,4,"Food was good, view was nice. Went with coworkers  The buffet style was a bit weird since we ordered individual meals though. Had some hot chocolate with vodka which was a pleasant experience.",0.2972222222222222,0.8027777777777777,0,0,1
517,Three Sixty,5,The charcuterie was delicious and the view was nice. Great atmosphere and friendly server.,0.6937500000000001,0.8125,1,0,1
518,Three Sixty,5,"We LOVED Three Sixty. I had my birthday eve dinner here. It is open seating so go ahead an take the outside rooms if no one is in them. We wish we had known and will try to grab a seat out there for next time. Chelsey was an amazing server. Followed all covid guidelines and made sure our drinks were filled and our stomachs too!
We had the edamame dip. This was a confusing dish to understand. But....still delicious. We also had the Mediterranean Beef Skewers and the Smoked Mac n Cheese was AMAZING.

I loved the spicy jalapeno and cucumber margarita with tajin but my partner Greg had them make him a regular margarita with white tequila and salt rim that was equally delicious.

Pro tip. Order a pizza to show up at the end of your meal. We were staying at the Union Station Hotel and brought home the White Pizza.

We would like to return when there is not a game going on. I love the Cards but we want to sit up on the deck overlooking the city. Unfortunately it was quite crowded because of the game and being immunocompromised I would rather be around less people.

The bathrooms are in the basement right after you get off the elevator. They were clean and efficient.",0.2538961038961039,0.5417360417360417,0,0,1
519,Three Sixty,4,"Radical !! And a bit chaotic! The food was good, the Caesar salad had some great fig sauce.",0.75,0.675,1,0,1
520,Three Sixty,5,"Absolutely incredible. View is fantastic of both arch and Busch Stadium. A bit of a wait to find a seat on a weekend, but the food is exquisite and certainly worth it. The smash burger was simple, but the flavors blended together perfectly. The same happened with all the apps we tried like smoked salmon chips and goat cheese dip. Go. Try the food. It's a blast of blending flavors in the best way possible",0.5111111111111111,0.6313492063492063,1,0,1
521,Three Sixty,5,This was excellent. Had the beef and broccoli and it was divine. The views are spectacular. A good time was had by all.,0.7666666666666666,0.8333333333333334,1,0,1
522,Three Sixty,5,The place has some of the best views you can find in the city. You have the arch on one side and the Card's stadium on another. Friendly staff.,0.6875,0.4,1,0,1
523,Three Sixty,5,"This is a restaurant and bar that overlooks the cardinal baseball field. It is on the rooftop. The food and view is great, their waiters are very professional as well. I loved the atmosphere here especially after a baseball game.",0.246,0.616,0,0,1
524,Three Sixty,5,"Never have a bad experience in all my years of coming to this establishment. If you haven’t made a trip yet, put it in your itinerary for the weekend. Especially if the weather permits.",-0.3499999999999999,0.8333333333333333,0,1,1
525,Three Sixty,5,"My wife and I spent our anniversary there, drinks and view for a couple of hours, then dinner. Good atmosphere, good food, and well made drinks. A few more menu choices would round it out very well.",0.22857142857142856,0.37142857142857144,0,0,1
526,Three Sixty,5,"Hands down, one of my favorite bars in the City. The service is always good and the drinks are always excellent. I will admit, they can be a little pricey and parking is not easy (you can always park at Ballpark Village and walk a block or so). Additionally, it is a rather small establishment so be prepared for a lot of people. Nevertheless, this is a go-to spot for me. Not to mention, the views are spectacular.",0.2487847222222222,0.6902777777777779,0,0,1
527,Three Sixty,3,"The place is nice, has a great view of the city, and the food was good and came out of the kitchen quick. I am however disappointed with the wait staff, specifically my waitress during my visit. I asked for water SEVERAL times and never got it, drinks took a long time to get to me, and there was just barely any interaction with her at all. I understand it was a busy time and I've worked in a rooftop bar like this so I can empathize with her situation, but that doesn't justify ignoring people's simple request for water when everyone else seems to be getting their drinks and water and check ins.",0.17833333333333332,0.47571428571428565,0,0,1
528,Three Sixty,5,The best views in the city! Reasonable drink prices. Decent service depending on who you get. Nick was an amazing bartender! The atmosphere was great! I would come back here in a heartbeat!,0.5194444444444445,0.5361111111111111,1,0,1
529,Three Sixty,4,Perfect birdseye view into Busch Stadium. The fries were amazing.the chili glaze on my shrimp skewers was tasty as well. Our server was nice and her drink recommendation since they didn't have Sangrias was the perfect substitution. It could use more seats for people to sit but other than that no complaints.,0.595,0.775,1,0,1
530,Three Sixty,5,Great place with good view and excellent staff! The Christmas decorations were awesome! Food was great!,0.9,0.82,1,0,1
531,Three Sixty,5,"Had the best time. Friendly staff, good food and drinks. Free seating.",0.61875,0.55,1,0,1
532,Three Sixty,3,"Went there on a Monday evening ony husband's birthday. It was chill, drinks were good and food was okay but a bit dry.",0.37777777777777777,0.5666666666666668,0,0,1
533,Three Sixty,2,"Great views of downtown St. Louis, you can see the baseball field from outside. Seems too busy to get food/drinks",0.3,0.3666666666666667,0,0,1
534,Three Sixty,5,"Hip, clubby bar with excellent drinks. While other reviews have suggested the menu here is not robust, there is a deep bench for vegetarians. Don't sleep on the small plates, there is plenty to go around.",0.15625,0.54375,0,0,1
535,Three Sixty,5,Awesome bar with great views of St Louis. One side looks out at the Arch and other sides look into the city. There is outdoor areas and it looks like in summer it can be opened up. Drinks were good and price you would expect for a rooftop bar. Music was geared toward a younger crowd late at night. Service was great. Enter through the hotel lobby. Definitely worth a stop!,0.40625,0.521875,0,0,1
536,Three Sixty,1,I don’t know if it was an off day for them or what. But our waitress was not friendly at all. And the manager on duty was even worse. It was also my birthday and not once did they acknowledge it. My group of friends and I treated them with nothing but respect. Also they told me if I wanted to cut my cake that I would have to pay $25 to them. It says that nowhere on the website that you have to pay to cut a slice of cake. Overall the experience wasn’t great. BTW towards the end we believed we were being treated differently because we are black.,0.007638888888888894,0.4805555555555556,0,0,1
537,Three Sixty,5,"The atmosphere, food and drinks were great! Had a great time with friends during the conference.",0.9,0.75,1,0,1
538,Three Sixty,5,"A great place to visit during an off day or early evening if you want to just gaze at the amazing view and think. Also great for a night out on the town, I love their fireplaces. My drinks and food were tasty and they accommodate well for the amount of outside space. Can't wait until the world is back to normal so I can see it operating at its fullest.",0.36874999999999997,0.5,0,0,1
539,Three Sixty,3,"You HAVE to come here for the view.
It is inside of a hotel, but you walk in and someone will open the elevator for you to go to the top floor.
You walk in and have to find an open table to sit at.
My husband and I both got one of their specialty cocktails and they were both terrible.
The fries and aioli were soo good!!
Outside patio wasn’t currently open for dining (late March/early April), but you can still walk outside for the view!",0.022222222222222223,0.47777777777777775,0,0,1
540,Three Sixty,1,This place deserves 0 stars. Yesterday a group of us went out to celebrate my best friend birthday but the customer service was horrible. The waitress had an attitude and acted we were invisible. She never came to refill our drinks or simply ask how was everything. She had an attitude and when I asked for some plates to use for the birthday cake she tried said it was a $25 dollar fee which I don’t understand. It doesn’t say anywhere on the website to not bring a cake or any outside food. We just felt targeted and racism definitely played a factor in how we were treated. Will not be back and doesn’t recommend this place that treats people any kind of way.,0.08571428571428572,0.44387755102040816,0,0,1
541,Three Sixty,5,"Great place, Great drinks 🍹 Must experience 360 Rooftop💯🎉",0.8,0.75,1,0,1
542,Three Sixty,5,"I really loved this restaurant. You have to go inside the Hilton hotel to get to the rooftop (25th floor). It was not complicated to find at all. There were staff by the elevators waiting to assist us. We had a choice of sitting inside or outside (we chose outside). We were seated right away! The view from our private outdoor area was amazing ! We could see the Mississippi River, the Gateway Arch, and many high rise buildings! Our waitress was very courteous! We waited approximately 15 minutes to receive all of our orders once we placed them. The food was good! I would definitely come back and recommend others to give it a try.",0.30051020408163265,0.5321938775510204,0,0,1
543,Three Sixty,5,Beautiful view and amazing staff were very helpful. Reasonable prices and very cold beer overlooking the St Louis ball game… what else can you ask for!,0.175,0.76,0,0,1
544,Three Sixty,1,"Very disappointing!

We stayed at the Hilton over the 4th of July and were so excited to go check out this rooftop bar.  We got there about 6:30 and were denied seats at the bar because there was ‘a difficult customer that had 8:30 PM reservations’ who could potentially show up any time and would expect to have a seat.  We spoke to the manager and explained that we would not be there longer than 30 minutes and were told that they’ve had customers say that before but then wouldn’t leave so they couldn’t let us sit there.  There was a section of the bar/restaurant that was roped off/reserved for the evening from 7PM on, but these 4 empty seats were not in that section.  I’ve never had a reservation and expected to have the seat/table available for me two hours early.  Maybe we’re going about life all wrong.  #bedifficult #unrealisticexpectations Needless to say, it was very disappointing. Do better Three Sixty.",-0.17333333333333334,0.7141666666666667,0,1,1
545,Three Sixty,5,Great spot for views of St. Louis! We stopped in for drinks and dinner after visiting the gateway arch! You can even watch the cardinals game from the top!,0.4083333333333334,0.5499999999999999,0,0,1
546,Three Sixty,2,"The view is great but the service is absolutely terrible. I understand that everyone is short staffed, but we waited 20+ minutes for a glass of water and 30+ minutes for our drinks. We had no communication from the staff about our order and it took forever to get our drinks and appetizer. I would not go back.",-0.04999999999999999,0.5125,0,1,1
